Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB
Junkertown,Attack,BR,AT,5:44,11,2,4,2,1,B
Junkertown,Attack,BR,AT,6:25,38,7,0,3,2,B
Junkertown,Defense,BR,AT,0:43,17,4,1,1,0,B
Junkertown,Defense,BR,AT,1:24,22,5,0,1,0,B
Junkertown,Defense,BR,AT,2:06,23,4,0,1,0,B
Junkertown,Defense,BR,AT,2:52,11,2,0,0,1,B
Oasis,University,CH,AT,0:33,7,0,6,0,0,R
Oasis,University,CH,AT,0:53,5,0,1,0,1,R
Oasis,University,CH,AT,1:17,27,0,5,1,3,R
Oasis,University,CH,AT,2:18,24,6,0,1,0,B
Oasis,University,CH,AT,3:12,17,3,4,3,3,R
Oasis,University,CH,AT,3:44,6,2,0,1,0,B
Oasis,University,CH,AT,4:22,52,5,8,4,4,B
Oasis,Gardens,CH,AT,0:17,59,11,4,0,1,B
Oasis,Gardens,CH,AT,1:40,11,5,1,2,0,B
Oasis,Gardens,CH,AT,2:16,21,0,6,1,3,R
Oasis,Gardens,CH,AT,3:03,18,3,5,0,0,R
Oasis,Gardens,CH,AT,3:45,32,7,2,3,2,B
Oasis,City Center,CH,AT,0:28,52,3,10,0,3,R
Oasis,City Center,CH,AT,1:45,31,7,3,4,3,B
Oasis,City Center,CH,AT,2:36,0,1,0,0,0,B
Oasis,City Center,CH,AT,2:49,22,4,0,0,1,B
Oasis,City Center,CH,AT,3:38,30,1,7,1,3,R
Oasis,City Center,CH,AT,4:31,58,11,1,4,3,B
King's Row,Attack,CH,AT,0:09,0,0,1,0,0,R
King's Row,Attack,CH,AT,0:48,16,0,5,1,1,R
King's Row,Attack,CH,AT,1:32,22,2,4,0,3,B
King's Row,Attack,CH,AT,2:11,0,0,1,0,0,R
King's Row,Attack,CH,AT,2:39,49,3,7,2,4,R
King's Row,Attack,CH,AT,3:57,25,2,6,0,3,R
King's Row,Defense,CH,AT,0:27,7,0,2,0,0,R
Horizon Lunar Colony,Attack,CH,AT,0:13,2,0,2,0,0,R
Horizon Lunar Colony,Attack,CH,AT,0:47,8,0,2,0,1,R
Horizon Lunar Colony,Attack,CH,AT,1:20,38,0,6,0,3,R
Horizon Lunar Colony,Attack,CH,AT,2:36,18,1,5,1,2,R
Horizon Lunar Colony,Attack,CH,AT,3:23,32,7,2,1,1,R
Horizon Lunar Colony,Attack,CH,AT,4:35,68,14,3,4,2,R
Horizon Lunar Colony,Defense,CH,AT,0:27,0,0,1,0,0,R
Horizon Lunar Colony,Defense,CH,AT,0:42,13,0,5,1,0,R
Horizon Lunar Colony,Defense,CH,AT,1:15,17,0,4,0,0,R
Horizon Lunar Colony,Attack,CH,AT,0:27,4,1,0,0,1,B
Horizon Lunar Colony,Attack,CH,AT,0:44,14,1,1,1,2,R
Horizon Lunar Colony,Attack,CH,AT,1:04,16,3,0,1,0,B
Horizon Lunar Colony,Attack,CH,AT,1:35,32,4,2,2,4,B
Horizon Lunar Colony,Attack,CH,AT,2:25,23,7,2,2,0,B
Horizon Lunar Colony,Defense,CH,AT,0:27,21,5,0,1,0,B
Horizon Lunar Colony,Defense,CH,AT,1:38,27,1,4,1,2,R
Horizon Lunar Colony,Defense,CH,AT,2:33,49,7,5,4,4,B
Horizon Lunar Colony,Defense,CH,AT,3:56,34,5,3,2,2,R
Horizon Lunar Colony,Defense,CH,AT,4:57,35,6,1,2,2,B
Horizon Lunar Colony,Defense,CH,AT,5:59,9,1,1,1,0,R
Horizon Lunar Colony,Defense,CH,AT,6:23,15,6,1,3,1,B
Horizon Lunar Colony,Defense,CH,AT,6:53,15,5,1,0,0,B
Rialto,Attack,CH,AT,0:07,0,0,1,0,0,R
Rialto,Attack,CH,AT,0:38,16,0,4,0,1,R
Rialto,Attack,CH,AT,1:12,16,0,3,0,1,R
Rialto,Attack,CH,AT,1:53,15,2,2,1,2,B
Rialto,Attack,CH,AT,2:36,23,1,5,1,2,R
Rialto,Attack,CH,AT,3:21,22,5,2,2,1,B
Rialto,Attack,CH,AT,4:21,20,4,3,0,1,B
Rialto,Attack,CH,AT,5:12,26,6,2,3,3,B
Rialto,Attack,CH,AT,6:15,23,0,4,2,2,R
Rialto,Attack,CH,AT,7:04,10,0,2,0,0,R
Rialto,Attack,CH,AT,7:39,21,3,5,2,4,R
Rialto,Defense,CH,AT,0:32,0,1,0,0,0,B
Rialto,Defense,CH,AT,0:58,34,1,5,2,1,B
Rialto,Defense,CH,AT,1:56,19,0,6,0,3,R
Rialto,Defense,CH,AT,2:42,9,5,0,0,1,B
Rialto,Defense,CH,AT,3:13,17,2,0,1,0,B
Rialto,Defense,CH,AT,3:53,26,3,6,0,1,R
Rialto,Defense,CH,AT,4:34,14,0,6,0,2,R
Rialto,Defense,CH,AT,5:07,56,4,10,3,3,R
Rialto,Defense,CH,AT,6:21,50,6,10,3,4,R
Nepal,Sanctum,CH,AT,0:55,16,2,2,1,0,B
Nepal,Sanctum,CH,AT,1:26,30,1,6,1,4,B
Nepal,Sanctum,CH,AT,2:23,33,5,2,2,2,B
Nepal,Sanctum,CH,AT,3:32,36,6,1,6,1,B
Nepal,Shrine,CH,AT,0:45,21,0,6,0,0,R
Nepal,Shrine,CH,AT,1:31,26,0,6,2,3,R
Nepal,Shrine,CH,AT,2:21,13,1,3,1,2,R
Nepal,Shrine,CH,AT,2:57,19,1,6,4,2,R
Nepal,Village,CH,AT,1:00,19,5,2,2,1,B
Nepal,Village,CH,AT,1:59,22,0,6,2,1,R
Nepal,Village,CH,AT,2:43,27,1,6,1,3,R
Nepal,Village,CH,AT,3:27,28,1,6,1,3,R
Lijiang Tower,Garden,USA,CH,0:32,14,6,0,0,0,B
Lijiang Tower,Garden,USA,CH,1:04,0,1,0,0,0,B
Lijiang Tower,Garden,USA,CH,1:19,25,4,1,3,0,B
Lijiang Tower,Garden,USA,CH,2:03,37,4,1,3,4,R
Lijiang Tower,Control Center,USA,CH,0:14,7,0,3,0,0,R
Lijiang Tower,Control Center,USA,CH,0:37,9,0,1,0,1,R
Lijiang Tower,Control Center,USA,CH,1:06,16,1,4,2,3,R
Lijiang Tower,Control Center,USA,CH,1:48,11,0,6,0,2,R
Lijiang Tower,Control Center,USA,CH,2:14,25,2,1,1,3,R
Lijiang Tower,Control Center,USA,CH,2:57,11,5,0,2,0,B
Lijiang Tower,Control Center,USA,CH,3:24,19,3,1,3,3,B
Lijiang Tower,Control Center,USA,CH,4:07,5,2,0,1,1,B
Lijiang Tower,Control Center,USA,CH,4:24,10,3,0,2,2,B
King's Row,Defense,USA,CH,0:26,19,1,4,0,1,R
King's Row,Defense,USA,CH,1:21,22,1,6,0,1,R
King's Row,Defense,USA,CH,2:02,36,0,5,2,4,R
King's Row,Defense,USA,CH,3:06,26,6,2,0,0,R
King's Row,Defense,USA,CH,3:47,10,0,4,0,4,R
King's Row,Defense,USA,CH,4:14,14,3,1,1,0,R
King's Row,Defense,USA,CH,5:07,6,1,1,0,0,B
King's Row,Defense,USA,CH,5:16,21,3,0,2,2,B
King's Row,Defense,USA,CH,5:54,20,6,1,3,1,R
King's Row,Defense,USA,CH,6:35,43,6,2,1,5,B
King's Row,Defense,USA,CH,7:44,36,6,1,4,2,B
King's Row,Attack,USA,CH,0:31,27,6,0,0,0,B
King's Row,Attack,USA,CH,1:12,19,5,2,1,0,B
King's Row,Attack,USA,CH,2:10,27,5,1,0,0,B
King's Row,Attack,USA,CH,2:51,3,2,0,1,0,B
King's Row,Attack,USA,CH,3:14,15,4,1,2,2,B
Junkertown,Defense,USA,CH,0:26,7,1,5,0,0,R
Junkertown,Defense,USA,CH,1:04,18,5,1,0,1,B
Junkertown,Defense,USA,CH,1:42,19,1,1,1,3,R
Junkertown,Defense,USA,CH,2:27,0,2,0,0,0,B
Junkertown,Defense,USA,CH,2:52,36,6,0,2,0,B
Junkertown,Defense,USA,CH,3:52,0,1,0,0,0,B
Junkertown,Attack,USA,CH,0:24,27,5,3,1,0,B
Junkertown,Attack,USA,CH,1:00,54,8,4,3,1,B
Nepal,Sanctum,AT,CA,0:32,16,1,6,0,0,B
Nepal,Sanctum,AT,CA,1:23,14,0,5,0,2,R
Nepal,Sanctum,AT,CA,2:06,28,6,3,4,2,B
Nepal,Sanctum,AT,CA,2:56,25,1,5,1,4,R
Nepal,Sanctum,AT,CA,3:37,12,0,6,1,0,R
Nepal,Shrine,AT,CA,0:46,3,1,1,0,0,R
Nepal,Shrine,AT,CA,1:10,1,2,1,0,0,B
Nepal,Shrine,AT,CA,1:35,15,0,6,0,0,R
Nepal,Shrine,AT,CA,2:14,6,1,0,2,1,B
Nepal,Shrine,AT,CA,2:37,22,4,0,2,1,B
Nepal,Shrine,AT,CA,3:20,15,0,6,0,2,R
Nepal,Shrine,AT,CA,3:40,10,0,1,0,3,R
Nepal,Shrine,AT,CA,4:07,24,1,5,2,4,B
King's Row,Attack,AT,CA,0:28,25,5,1,0,0,R
King's Row,Attack,AT,CA,1:26,16,0,2,1,2,R
King's Row,Attack,AT,CA,2:06,12,5,1,2,2,B
King's Row,Attack,AT,CA,2:48,12,0,6,0,1,R
King's Row,Attack,AT,CA,3:15,4,0,2,0,1,R
King's Row,Attack,AT,CA,3:32,8,0,5,1,1,R
King's Row,Attack,AT,CA,3:56,0,0,1,0,0,R
King's Row,Attack,AT,CA,4:24,19,0,6,0,2,R
King's Row,Attack,AT,CA,5:14,13,5,1,1,0,R
King's Row,Attack,AT,CA,5:50,20,1,6,3,3,B
King's Row,Attack,AT,CA,6:32,18,0,6,0,2,R
King's Row,Defense,AT,CA,0:15,0,1,0,0,0,B
King's Row,Defense,AT,CA,0:38,24,0,6,0,1,R
King's Row,Defense,AT,CA,1:40,18,0,3,0,0,R
King's Row,Defense,AT,CA,2:15,29,0,7,3,5,R
Volskaya Industries,Attack,AT,CA,0:33,0,0,1,0,0,R
Volskaya Industries,Attack,AT,CA,1:06,0,0,1,0,0,R
Volskaya Industries,Attack,AT,CA,1:54,19,0,4,2,3,R
Volskaya Industries,Attack,AT,CA,3:00,10,0,5,0,1,R
Volskaya Industries,Attack,AT,CA,3:40,18,3,0,2,1,B
Volskaya Industries,Attack,AT,CA,4:23,6,2,1,2,1,R
Volskaya Industries,Attack,AT,CA,5:00,8,0,5,0,1,R
Volskaya Industries,Attack,AT,CA,5:38,3,0,1,0,3,R
Volskaya Industries,Attack,AT,CA,6:29,18,1,6,1,2,R
Volskaya Industries,Attack,AT,CA,7:15,46,3,5,1,3,B
Volskaya Industries,Attack,AT,CA,8:26,47,6,3,5,4,R
Volskaya Industries,Defense,AT,CA,0:23,4,1,1,0,0,B
Volskaya Industries,Defense,AT,CA,0:48,25,4,2,1,0,B
Volskaya Industries,Defense,AT,CA,1:47,15,3,1,1,0,B
Volskaya Industries,Defense,AT,CA,2:20,21,0,6,2,4,R
Volskaya Industries,Defense,AT,CA,3:02,10,1,1,2,0,R
Volskaya Industries,Defense,AT,CA,3:27,4,0,2,2,3,R
Volskaya Industries,Defense,AT,CA,3:45,7,0,3,0,1,R
Rialto,Attack,AT,CA,0:13,12,0,3,0,0,R
Rialto,Attack,AT,CA,0:57,3,1,1,0,1,R
Rialto,Attack,AT,CA,1:26,14,1,5,1,2,R
Rialto,Attack,AT,CA,2:02,63,9,0,4,3,B
Rialto,Attack,AT,CA,3:19,12,1,5,0,1,B
Rialto,Attack,AT,CA,3:51,13,1,5,0,1,R
Rialto,Attack,AT,CA,4:30,26,2,4,3,2,R
Rialto,Attack,AT,CA,5:23,3,0,3,0,0,R
Rialto,Attack,AT,CA,5:54,25,4,0,3,3,B
Rialto,Attack,AT,CA,6:43,13,1,5,1,2,B
Rialto,Defense,AT,CA,0:13,0,1,0,0,0,B
Rialto,Defense,AT,CA,0:29,5,2,0,0,0,B
Rialto,Defense,AT,CA,0:51,14,0,5,1,1,R
Rialto,Defense,AT,CA,1:31,5,2,0,0,0,B
Rialto,Defense,AT,CA,1:56,24,0,8,0,1,R
Rialto,Defense,AT,CA,2:35,26,0,5,0,0,R
Rialto,Defense,AT,CA,3:28,9,0,5,0,1,R
Rialto,Defense,AT,CA,3:59,25,2,6,2,3,R
Oasis,Gardens,NO,BR,0:39,0,0,1,0,0,R
Oasis,Gardens,NO,BR,0:56,12,0,5,0,3,R
Oasis,Gardens,NO,BR,1:32,29,6,1,1,0,B
Oasis,Gardens,NO,BR,2:06,31,6,3,1,2,B
Oasis,Gardens,NO,BR,3:01,39,4,8,0,3,B
Oasis,Gardens,NO,BR,4:00,29,0,5,4,3,R
Oasis,University,NO,BR,0:38,42,7,3,1,1,R
Oasis,University,NO,BR,1:41,21,6,1,3,1,R
Oasis,University,NO,BR,2:31,18,0,6,2,1,R
Oasis,University,NO,BR,3:10,22,5,0,3,3,B
Oasis,University,NO,BR,4:05,13,5,0,4,1,B
Oasis,City Center,NO,BR,0:32,0,0,1,0,0,R
Oasis,City Center,NO,BR,0:48,3,1,2,0,0,R
Oasis,City Center,NO,BR,1:25,33,1,6,0,3,R
Oasis,City Center,NO,BR,2:14,9,0,1,1,1,R
Oasis,City Center,NO,BR,2:52,12,4,0,0,1,B
Oasis,City Center,NO,BR,3:29,26,5,1,0,2,B
Oasis,City Center,NO,BR,4:33,5,1,1,0,0,R
Oasis,City Center,NO,BR,4:55,0,1,0,0,0,B
Oasis,City Center,NO,BR,5:15,23,4,2,1,0,B
King's Row,Attack,NO,BR,0:30,7,5,0,0,0,B
King's Row,Attack,NO,BR,1:09,6,1,1,1,0,B
King's Row,Attack,NO,BR,1:53,23,5,3,4,2,R
King's Row,Attack,NO,BR,2:48,37,2,6,3,2,R
King's Row,Attack,NO,BR,3:57,8,0,5,1,1,R
King's Row,Attack,NO,BR,4:34,13,5,1,3,2,R
King's Row,Attack,NO,BR,5:06,0,1,0,0,0,B
King's Row,Attack,NO,BR,5:32,32,1,4,1,3,R
King's Row,Attack,NO,BR,6:37,20,5,1,4,2,R
King's Row,Defense,NO,BR,0:17,20,2,2,0,1,R
King's Row,Defense,NO,BR,1:04,10,3,1,2,1,R
King's Row,Defense,NO,BR,1:39,9,4,1,2,0,R
King's Row,Defense,NO,BR,2:10,20,1,5,1,3,R
King's Row,Defense,NO,BR,2:59,9,1,1,1,0,R
King's Row,Defense,NO,BR,3:35,26,3,5,4,5,B
King's Row,Defense,NO,BR,4:17,25,1,4,1,1,R
King's Row,Defense,NO,BR,5:08,11,2,0,0,0,B
King's Row,Defense,NO,BR,5:41,5,1,0,1,0,B
King's Row,Defense,NO,BR,6:16,8,0,4,0,0,R
King's Row,Defense,NO,BR,6:38,16,0,4,4,4,R
King's Row,Attack,NO,BR,0:55,22,6,0,0,0,B
King's Row,Attack,NO,BR,2:02,25,5,0,0,1,B
King's Row,Attack,NO,BR,2:55,8,0,1,2,0,R
King's Row,Attack,NO,BR,3:09,37,6,0,2,3,B
King's Row,Attack,NO,BR,4:10,8,0,1,2,2,R
King's Row,Defense,NO,BR,0:38,13,3,0,0,0,B
King's Row,Defense,NO,BR,1:16,13,1,5,0,0,B
King's Row,Defense,NO,BR,1:47,34,6,2,3,3,R
Temple of Anubis,Attack,NO,BR,0:28,0,0,1,0,0,R
Temple of Anubis,Attack,NO,BR,1:04,19,2,5,0,0,R
Temple of Anubis,Attack,NO,BR,1:48,27,5,2,1,2,B
Temple of Anubis,Attack,NO,BR,2:43,46,6,8,2,1,R
Temple of Anubis,Attack,NO,BR,3:46,22,1,5,2,1,R
Temple of Anubis,Attack,NO,BR,4:52,15,0,5,0,1,R
Temple of Anubis,Attack,NO,BR,5:42,7,0,5,0,1,R
Temple of Anubis,Attack,NO,BR,6:29,32,2,5,5,2,R
Temple of Anubis,Attack,NO,BR,7:26,24,3,0,2,4,B
Temple of Anubis,Defense,NO,BR,0:52,13,3,0,0,0,B
Temple of Anubis,Defense,NO,BR,1:23,61,8,5,5,3,R
Temple of Anubis,Defense,NO,BR,2:57,15,1,6,0,1,R
Temple of Anubis,Defense,NO,BR,3:34,22,2,2,0,3,B
Temple of Anubis,Defense,NO,BR,4:23,9,1,0,2,1,B
Temple of Anubis,Defense,NO,BR,5:27,41,0,8,1,1,R
Junkertown,Defense,NO,BR,0:27,0,0,1,0,0,R
Junkertown,Defense,NO,BR,0:44,5,0,3,0,0,R
Junkertown,Defense,NO,BR,1:27,15,4,1,0,0,B
Junkertown,Defense,NO,BR,1:58,2,1,1,0,0,R
Junkertown,Defense,NO,BR,2:18,13,2,0,1,0,B
Junkertown,Defense,NO,BR,2:50,12,2,1,0,2,B
Junkertown,Defense,NO,BR,3:20,17,0,4,0,1,R
Junkertown,Defense,NO,BR,4:04,11,0,2,1,0,R
Junkertown,Defense,NO,BR,4:26,13,0,4,1,1,R
Junkertown,Defense,NO,BR,5:07,10,5,0,1,1,B
Junkertown,Defense,NO,BR,5:37,24,0,6,2,1,R
Junkertown,Defense,NO,BR,6:21,29,2,6,1,3,B
Junkertown,Defense,NO,BR,7:09,16,4,1,3,1,R
Junkertown,Defense,NO,BR,8:00,2,3,0,0,0,B
Junkertown,Attack,NO,BR,0:27,10,5,0,0,0,B
Junkertown,Attack,NO,BR,1:01,19,1,5,1,0,R
Junkertown,Attack,NO,BR,1:48,22,3,1,1,1,R
Junkertown,Attack,NO,BR,2:32,10,1,0,1,0,B
Junkertown,Attack,NO,BR,2:53,25,3,1,2,2,B
Junkertown,Attack,NO,BR,3:32,28,6,3,0,2,R
Junkertown,Attack,NO,BR,4:11,25,5,2,2,0,R
Junkertown,Attack,NO,BR,5:08,13,0,4,0,0,R
Junkertown,Attack,NO,BR,5:42,27,5,1,2,2,B
Junkertown,Attack,NO,BR,6:31,9,0,4,0,1,R
Junkertown,Attack,NO,BR,7:16,14,0,5,2,1,R
Junkertown,Attack,NO,BR,7:52,12,0,5,1,4,R
Ilios,Well,NO,BR,0:24,7,2,0,0,0,B
Ilios,Well,NO,BR,1:07,12,1,5,0,1,R
Ilios,Well,NO,BR,1:27,39,1,7,2,2,R
Ilios,Well,NO,BR,2:36,23,6,1,1,3,B
Ilios,Well,NO,BR,3:33,6,3,1,0,0,B
Ilios,Well,NO,BR,4:10,25,3,6,0,2,B
Ilios,Well,NO,BR,5:01,28,3,3,3,2,R
Ilios,Lighthouse,NO,BR,0:39,16,1,6,0,0,R
Ilios,Lighthouse,NO,BR,1:22,0,0,1,0,0,R
Ilios,Lighthouse,NO,BR,1:49,1,0,1,0,1,R
Ilios,Lighthouse,NO,BR,2:19,17,0,3,0,1,R
Ilios,Lighthouse,NO,BR,3:02,32,6,2,2,1,B
Ilios,Lighthouse,NO,BR,4:04,2,1,0,1,0,B
Ilios,Lighthouse,NO,BR,4:38,62,7,11,5,5,B
Lijiang Tower,Control Center,NO,AT,0:15,11,5,1,0,0,B
Lijiang Tower,Control Center,NO,AT,1:00,19,6,2,0,0,B
Lijiang Tower,Control Center,NO,AT,1:41,7,3,0,1,0,B
Lijiang Tower,Control Center,NO,AT,2:11,35,8,0,5,5,B
Lijiang Tower,Night Market,NO,AT,0:26,15,5,1,0,0,B
Lijiang Tower,Night Market,NO,AT,1:04,11,5,0,0,0,B
Lijiang Tower,Night Market,NO,AT,1:42,19,6,0,0,1,B
Lijiang Tower,Night Market,NO,AT,2:21,30,1,6,1,2,R
Lijiang Tower,Night Market,NO,AT,3:09,4,1,0,1,0,B
Lijiang Tower,Night Market,NO,AT,3:34,38,10,0,6,3,B
King's Row,Defense,NO,AT,0:23,8,6,0,0,0,B
King's Row,Defense,NO,AT,0:54,33,7,2,1,1,B
King's Row,Defense,NO,AT,1:49,17,6,0,4,1,B
King's Row,Defense,NO,AT,2:20,4,1,0,2,1,B
King's Row,Defense,NO,AT,2:39,44,2,7,3,3,R
King's Row,Defense,NO,AT,4:01,9,1,5,0,2,R
King's Row,Defense,NO,AT,4:35,28,5,1,4,2,B
King's Row,Defense,NO,AT,5:30,31,1,6,3,2,R
King's Row,Defense,NO,AT,6:26,17,6,1,3,1,B
King's Row,Defense,NO,AT,7:07,15,3,0,2,1,B
King's Row,Defense,NO,AT,7:52,4,2,0,2,1,B
King's Row,Attack,NO,AT,0:20,42,4,4,0,0,R
King's Row,Attack,NO,AT,1:14,36,6,1,2,2,B
King's Row,Attack,NO,AT,2:11,23,0,3,4,3,R
King's Row,Attack,NO,AT,2:50,0,0,1,0,0,R
King's Row,Attack,NO,AT,3:06,30,1,5,1,3,B
King's Row,Attack,NO,AT,4:04,5,0,3,0,0,R
King's Row,Attack,NO,AT,4:33,19,0,5,1,1,R
King's Row,Attack,NO,AT,5:02,10,0,1,1,2,R
King's Row,Attack,NO,AT,5:34,18,3,4,1,2,B
King's Row,Attack,NO,AT,6:07,17,5,1,3,0,B
King's Row,Attack,NO,AT,6:47,44,6,7,2,4,B
Horizon Lunar Colony,Attack,NO,AT,0:24,0,0,1,0,0,R
Horizon Lunar Colony,Attack,NO,AT,0:55,5,3,3,0,0,B
Horizon Lunar Colony,Attack,NO,AT,1:30,21,0,3,0,0,R
Horizon Lunar Colony,Attack,NO,AT,2:08,29,6,3,2,1,B
Horizon Lunar Colony,Attack,NO,AT,3:08,50,11,2,6,3,B
Horizon Lunar Colony,Defense,NO,AT,0:29,14,5,0,0,0,B
Horizon Lunar Colony,Defense,NO,AT,1:13,15,5,0,2,1,B
Horizon Lunar Colony,Defense,NO,AT,2:14,24,4,0,2,0,B
Horizon Lunar Colony,Defense,NO,AT,3:14,13,6,1,0,0,B
Horizon Lunar Colony,Defense,NO,AT,3:49,18,5,1,4,3,B
Rialto,Defense,NO,AT,0:12,13,4,0,1,0,B
Rialto,Defense,NO,AT,0:51,13,5,0,2,0,B
Rialto,Defense,NO,AT,1:22,13,3,0,2,1,B
Rialto,Defense,NO,AT,2:00,5,5,0,0,0,B
Rialto,Defense,NO,AT,2:29,0,1,0,0,0,B
Rialto,Defense,NO,AT,2:40,24,5,2,1,3,B
Rialto,Defense,NO,AT,3:48,15,6,0,2,1,B
Rialto,Attack,NO,AT,0:21,34,7,1,0,0,B
Rialto,Attack,NO,AT,1:09,4,2,0,1,0,B
Ilios,Lighthouse,CA,CH,0:37,0,0,1,0,0,R
Ilios,Lighthouse,CA,CH,1:01,13,6,1,1,1,B
Ilios,Lighthouse,CA,CH,1:39,13,6,0,2,0,B
Ilios,Lighthouse,CA,CH,2:15,19,0,4,1,4,R
Ilios,Lighthouse,CA,CH,3:00,12,6,0,1,0,B
Ilios,Lighthouse,CA,CH,3:36,24,0,5,3,3,R
Ilios,Lighthouse,CA,CH,4:28,11,6,0,2,1,B
Ilios,Well,CA,CH,0:13,16,3,0,0,0,B
Ilios,Well,CA,CH,1:26,19,6,1,0,0,B
Ilios,Well,CA,CH,2:08,47,13,0,4,2,B
King's Row,Defense,CA,CH,0:22,48,1,4,1,2,R
King's Row,Defense,CA,CH,1:33,15,4,1,2,2,B
King's Row,Defense,CA,CH,2:17,17,5,0,0,1,B
King's Row,Defense,CA,CH,2:49,9,0,3,2,2,R
King's Row,Defense,CA,CH,3:59,29,3,0,1,1,B
King's Row,Defense,CA,CH,4:59,15,4,0,2,0,B
King's Row,Defense,CA,CH,5:38,11,4,0,4,1,B
King's Row,Defense,CA,CH,6:12,22,4,1,1,1,B
King's Row,Attack,CA,CH,0:18,13,0,5,0,0,R
King's Row,Attack,CA,CH,0:54,15,3,1,0,2,B
King's Row,Attack,CA,CH,1:45,1,0,1,1,0,R
King's Row,Attack,CA,CH,2:04,34,7,6,0,3,R
King's Row,Attack,CA,CH,2:54,25,4,1,2,3,B
Horizon Lunar Colony,Defense,CA,CH,0:12,10,2,0,0,0,B
Horizon Lunar Colony,Defense,CA,CH,1:10,9,5,0,1,1,B
Horizon Lunar Colony,Defense,CA,CH,1:39,10,3,0,1,0,B
Horizon Lunar Colony,Defense,CA,CH,2:11,8,3,0,0,0,B
Horizon Lunar Colony,Defense,CA,CH,2:42,19,4,0,1,0,B
Horizon Lunar Colony,Defense,CA,CH,3:35,47,7,5,5,4,R
Horizon Lunar Colony,Attack,CA,CH,0:11,0,0,1,0,0,R
Horizon Lunar Colony,Attack,CA,CH,1:00,9,1,2,0,1,R
Horizon Lunar Colony,Attack,CA,CH,1:34,15,6,0,0,0,B
Watchpoint: Gibraltar,Defense,CA,CH,0:40,0,1,0,0,0,B
Watchpoint: Gibraltar,Defense,CA,CH,1:12,7,4,0,0,0,B
Watchpoint: Gibraltar,Defense,CA,CH,1:51,14,3,1,2,1,B
Watchpoint: Gibraltar,Defense,CA,CH,2:39,38,6,1,2,2,B
Watchpoint: Gibraltar,Defense,CA,CH,3:31,29,3,6,1,2,R
Watchpoint: Gibraltar,Defense,CA,CH,4:34,3,3,0,0,0,B
Watchpoint: Gibraltar,Defense,CA,CH,5:05,12,1,0,1,0,B
Watchpoint: Gibraltar,Defense,CA,CH,5:39,15,3,1,0,2,B
Watchpoint: Gibraltar,Attack,CA,CH,1:01,20,2,5,0,0,R
Watchpoint: Gibraltar,Attack,CA,CH,1:49,6,1,0,0,0,B
Watchpoint: Gibraltar,Attack,CA,CH,2:11,30,6,4,1,2,B
Watchpoint: Gibraltar,Attack,CA,CH,2:58,0,1,0,0,0,B
Watchpoint: Gibraltar,Attack,CA,CH,3:04,14,5,0,2,1,B
Nepal,Shrine,BR,USA,0:50,31,1,5,2,4,B
Nepal,Shrine,BR,USA,1:56,15,1,6,2,3,R
Nepal,Shrine,BR,USA,2:31,0,0,3,0,0,R
Nepal,Shrine,BR,USA,2:38,58,4,9,0,4,R
Nepal,Sanctum,BR,USA,0:42,8,2,1,0,0,R
Nepal,Sanctum,BR,USA,1:10,3,3,0,0,0,B
Nepal,Sanctum,BR,USA,1:42,19,3,1,2,2,R
Nepal,Sanctum,BR,USA,2:26,34,8,2,3,1,R
Nepal,Village,BR,USA,0:39,7,0,2,1,0,R
Nepal,Village,BR,USA,1:19,38,3,5,3,0,B
Nepal,Village,BR,USA,2:26,12,0,5,0,4,R
King's Row,Attack,BR,USA,0:38,7,1,3,0,0,R
King's Row,Attack,BR,USA,1:06,34,2,5,1,3,B
King's Row,Attack,BR,USA,2:01,13,0,5,0,1,R
King's Row,Attack,BR,USA,2:41,20,4,0,4,2,B
King's Row,Attack,BR,USA,3:17,0,1,0,0,0,B
King's Row,Attack,BR,USA,3:51,16,2,5,0,0,R
King's Row,Attack,BR,USA,4:46,10,0,5,0,0,R
King's Row,Attack,BR,USA,5:14,0,0,1,0,0,R
King's Row,Attack,BR,USA,5:39,19,5,2,3,2,R
King's Row,Attack,BR,USA,6:35,31,3,6,0,3,B
King's Row,Defense,BR,USA,0:19,7,3,1,0,0,B
King's Row,Defense,BR,USA,1:02,16,0,5,0,1,R
King's Row,Defense,BR,USA,1:32,11,1,3,0,1,R
King's Row,Defense,BR,USA,2:13,15,0,3,0,3,R
King's Row,Defense,BR,USA,2:39,8,2,2,3,0,R
Temple of Anubis,Attack,BR,USA,0:12,0,0,1,0,0,R
Temple of Anubis,Attack,BR,USA,0:44,0,0,1,0,0,R
Temple of Anubis,Attack,BR,USA,0:48,13,0,2,1,1,R
Temple of Anubis,Attack,BR,USA,1:22,13,0,4,1,1,R
Temple of Anubis,Attack,BR,USA,1:57,5,0,1,2,2,R
Temple of Anubis,Attack,BR,USA,2:21,17,1,5,2,0,R
Temple of Anubis,Attack,BR,USA,2:59,18,0,3,0,2,R
Temple of Anubis,Attack,BR,USA,3:37,27,1,6,3,4,R
Temple of Anubis,Defense,BR,USA,0:29,2,2,1,0,0,B
Temple of Anubis,Defense,BR,USA,1:03,26,2,7,0,1,R
Junkertown,Attack,BR,USA,0:21,14,0,3,0,1,R
Junkertown,Attack,BR,USA,1:05,25,4,1,1,1,B
Junkertown,Attack,BR,USA,1:57,39,5,0,2,2,B
Junkertown,Attack,BR,USA,3:08,22,2,4,0,1,B
